,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
19680311,1.2,1.62,2.16,1.07,1.08,2.33
19680312,0.43,0.36,0.73,0.12,0.08,0.41
19680313,0.12,0.24,0.28,-0.22,-0.15,-0.3
19680314,-2.71,-2.13,-3.27,-1.66,-1.95,-2.72
19680315,0.45,0.14,0.48,0.52,0.69,1.81
19680318,0.82,0.63,1.48,0.24,0.84,0.86
19680319,-0.49,-0.43,-0.5,-0.31,-0.7,-1.14
19680320,-0.63,0.09,-0.24,-0.09,-0.16,0.37
19680321,-0.98,-0.6,-1.23,-0.56,-0.79,-1.13
19680322,-0.25,-0.3,-0.31,-0.09,-0.01,0.55
19680325,-0.13,-0.18,-0.23,-0.26,-0.07,0.17
19680326,0.44,0.3,0.92,0.68,0.57,1.03
19680327,0.83,0.79,1.21,0.7,0.87,1.12
19680328,0.13,0.07,0.13,-0.2,-0.06,0.12
19680329,0.67,0.48,0.79,0.51,0.71,1.28
19680401,1.64,1.56,1.74,2.32,2.46,2.83
19680402,0.29,0.27,0.36,-0.04,0.19,0.74
19680403,0.32,0.6,0.67,0.59,1.13,0.93
19680404,1.26,0.56,0.65,0.41,0.59,0.09
19680405,-0.21,0,-0.06,-0.33,-0.68,-0.73
19680408,1.67,1.48,1.8,1.27,1.93,2.25
19680410,0.47,0.73,0.77,0.81,0.84,0.41
19680411,0.88,1.13,1.47,0.74,0.97,1.14
19680415,0.23,0.95,0.91,0.23,0.11,0.15
19680416,0.57,0.74,1.24,0.07,0.2,-0.19
19680417,1.47,0.89,1.27,0.22,0.26,0.15
19680418,1.18,0.86,0.95,0.56,0.17,-0.14
19680419,-1.13,-1.15,-1.25,-1.32,-1.25,-0.89
19680422,-0.56,-0.27,-0.02,-0.61,-0.61,0.03
19680423,1.08,1.21,1.82,0.8,1.11,2.45
19680424,0.65,0.82,0.84,0.03,0.41,0.22
19680425,0.48,0.32,1.07,-0.04,0.58,0.56
19680426,0.61,0.66,0.86,0.17,0.36,0.52
19680429,0.44,0.36,0.72,0.04,0.29,0.78
19680430,0.58,0.25,0.56,-0.12,0.14,0.58
19680501,0.5,0.2,0.39,0.38,0.14,0.7
19680502,0.67,0.48,0.75,0.53,0.54,1.06
19680503,-0.33,0.02,-0.01,0.03,0.37,-0.32
19680506,-0.01,0.16,0.14,-0.35,-0.13,-0.09
19680507,0.75,0.86,1.05,0.63,0.58,0.33
19680508,0.3,0.47,0.54,0.01,0.07,0.04
19680509,-0.37,-0.49,-0.57,-0.44,-0.5,-0.56
19680510,1.05,0.86,1.37,0.3,0.28,0.14
19680513,0.32,0.23,0.55,-0.19,-0.11,-0.52
19680514,0.2,0.21,0.19,-0.07,-0.04,-0.2
19680515,0.54,0.09,0.19,-0.19,0.05,-0.13
19680516,-0.16,-0.13,-0.33,-0.33,-0.31,-0.94
19680517,-0.22,-0.01,-0.39,-0.33,-0.7,-0.84
19680520,-0.36,-0.17,-0.33,-0.49,-0.62,-0.02
19680521,0.47,0.8,1.26,0.2,0.62,0.92
19680522,0.68,0.78,1.21,0.16,0.27,0.38
19680523,-0.06,0.18,0.27,0.14,-0.27,-0.21
19680524,0.82,0.41,0.92,0.27,0.2,0.5
19680527,0.46,0.54,0.88,-0.2,-0.24,0.35
19680528,0.46,0.8,0.9,0.32,0.69,0.88
19680529,0.46,0.69,0.36,-0.1,0.19,1.27
19680531,0.75,0.74,0.86,0.55,0.52,1.7
19680603,0.58,1.04,1.23,1.03,0.98,2.48
19680604,0.84,0.89,0.83,0.27,0.73,0.3
19680605,-0.55,-0.3,-0.42,-0.21,-0.43,-0.84
19680606,1.1,0.99,1.81,0.86,0.63,1.31
19680607,0.78,1.01,1.09,0.62,0.57,0.92
19680610,0.04,0.18,-0.18,0.22,0.16,0.05
19680611,0.55,0.63,0.36,0.26,0.28,0.05
19680613,-0.79,-0.13,-0.8,-0.25,-0.06,-1.35
19680614,0.07,0.05,-0.4,0.23,-0.14,-0.81
19680617,-0.86,-1,-1.66,-0.36,-1.28,-1.86
19680618,-0.29,0.01,0,0.46,-0.32,-0.6
19680620,0.44,0.28,0.25,0.66,0.55,0.33
19680621,0.3,0.06,0.19,0.45,-0.01,0.16
19680624,-0.84,-0.42,-0.68,-0.3,-0.28,-0.54
19680625,-0.59,-0.66,-1.16,-0.47,-0.17,-0.83
19680627,-0.33,-0.11,-0.5,-0.43,0.03,0.02
19680628,-0.07,0.05,0.24,-0.53,-0.29,-0.34
19680701,-0.26,-0.04,-0.21,0.04,-0.33,-0.35
19680702,0.33,0.44,0.97,0.22,0.34,1.21
19680703,1.61,1.2,2.23,0.96,1.13,1.78
19680708,0.71,1.31,1.6,0.77,0.95,1.79
19680709,0.07,0.23,0.38,0.07,0.57,0
19680711,0.21,0.07,0.21,0.04,0.53,-0.72
19680712,0.01,0.01,0.24,0.12,0.03,-0.54
19680715,-0.28,0.17,0.04,-0.13,-0.21,0
19680716,-0.28,-0.27,-0.42,-0.53,-0.48,-0.61
19680718,-0.37,-0.41,-0.32,-0.76,-0.14,-0.03
19680719,-0.71,-0.81,-1.35,-0.58,-0.51,-2.31
19680722,-1.82,-1.61,-2.49,-0.53,-1.56,-1.92
19680723,-0.4,-0.59,-0.68,-0.39,-0.28,0.41
19680725,-1.29,-1.2,-1.49,-0.84,-1.15,-2.17
19680726,-0.2,-0.07,-0.01,0.28,0.66,-0.3
19680729,-1.24,-1.08,-1.9,-0.56,-0.81,-0.95
19680730,0.04,0.04,0.09,0.08,-0.18,1.11
19680801,-0.7,-0.5,-0.62,-0.6,-0.46,-0.49
19680802,-0.25,-0.32,-0.67,-0.49,-0.62,-0.44
19680805,0.34,0.67,1.19,0.07,0.42,0.66
19680806,0.57,0.77,1.02,0.19,0.52,0.68
19680808,-0.52,-0.09,-0.14,-0.18,-0.12,-0.51
19680809,-0.24,0.02,0.19,0.06,0.11,-0.03
19680812,0.86,1.13,1.63,0.88,0.82,1.52
19680813,0.13,0.27,0.72,0.31,0.41,0.92
19680815,-0.32,0.16,0.1,-0.5,-0.34,-0.41
19680816,0.46,0.49,0.84,0.77,0.51,0.52
19680819,0.44,0.38,0.8,0.19,0.25,0.87
19680820,-0.18,0.32,0.2,-0.03,-0.01,0.14
19680822,-0.24,0,-0.54,-0.09,-0.36,-0.46
19680823,0.6,0.38,0.32,0.31,0.15,-0.81
19680826,0.3,0.17,0.18,0.13,0.38,0.2
19680827,0.15,0.01,-0.2,-0.1,-0.15,-0.4
19680829,-0.19,-0.1,-0.32,-0.29,0.12,-0.22
19680830,0.29,0.47,0.29,0.16,0.34,-0.02
19680903,0.03,0.11,0.24,0.21,0.68,0.22
19680904,0.5,0.4,0.5,0.68,0.69,0.53
19680905,0.92,0.56,0.98,1.3,0.45,0.48
19680906,0.83,0.29,0.88,0.77,0.22,0.43
19680909,0.81,0.44,0.51,0.05,0.1,0.15
19680910,-0.46,-0.36,-0.44,-0.53,-0.47,-0.48
19680912,-0.09,0.21,0.32,-0.18,-0.37,0.13
19680913,0.66,0.34,0.81,0.38,0.1,0.93
19680916,0.48,0.07,0.58,0.71,0.31,0.24
19680917,0.35,0.36,0.2,0.29,0.32,0.09
19680919,0.5,0.49,0.34,0.16,0.2,-0.03
19680920,0.66,0.29,-0.01,0.53,0.08,-0.42
19680923,0.47,0.7,0.53,0.74,0.38,0.89
19680924,0.45,0.81,0.52,0.41,0.33,0.31
19680926,-0.22,0.02,-0.1,-0.25,-0.17,-0.21
19680927,0.63,0.29,0.92,0.13,-0.04,-0.03
19680930,0.82,0.64,0.7,0.38,0.27,0.68
19681001,0.63,0.55,0.41,0.55,0.32,-0.77
19681003,0.35,0.51,0.15,0.49,0.57,-0.15
19681004,-0.28,0,0.01,0.44,0.11,0.69
19681007,0.01,-0.12,-0.24,0.24,-0.03,-0.15
19681008,-0.08,-0.02,-0.31,-0.12,0.19,-0.29
19681010,-0.29,-0.05,-0.49,-0.22,-0.35,-0.74
19681011,0.26,0.51,0.48,-0.02,-0.01,-0.2
19681014,0.41,0.23,0.26,0.42,0.21,-0.25
19681015,0.38,0.3,0.45,0.54,0.23,-0.5
19681017,0.24,0.26,0.49,0.68,0.39,0.77
19681018,0.5,0.12,0.55,0.81,0.74,0.68
19681021,0.21,0.14,0.17,0.31,0.12,0.12
19681022,-0.21,-0.1,-0.26,-0.52,-0.3,-0.07
19681024,-0.34,-0.24,-0.2,-0.88,-0.56,-0.52
19681025,0.43,0.41,0.46,0.21,0.33,0.7
19681028,-0.35,-0.15,-0.61,-0.45,-0.16,-0.42
19681029,-0.88,-0.71,-0.83,-0.61,-0.45,-0.51
19681031,-0.3,-0.14,-0.01,0.4,-0.05,0.38
19681101,-0.54,-0.64,-0.52,-0.41,-0.21,-0.43
19681104,-0.1,-0.14,-0.3,0.23,0.11,-0.46
19681106,0.25,0.44,0.28,0.17,0.12,0.68
19681107,0.23,-0.11,0.1,0.12,0.49,0.04
19681108,0.64,0.94,0.93,0.59,0.41,0.68
19681112,0.56,1.23,0.93,0.98,0.66,0.64
19681113,0.79,0.56,0.95,0.6,0.47,0.88
19681114,0.34,0.43,0.59,0.2,0.02,-0.04
19681115,0.42,0.77,0.94,0.56,0.52,0.86
19681118,0.48,0.38,0.09,0.28,0.1,0.28
19681119,0.68,0.5,0.31,0.22,0.23,0.67
19681121,0,0.42,0.44,-0.23,-0.04,0.25
19681122,0.52,0.61,0.9,0.69,0.32,0.43
19681125,0.6,0.29,0.68,0.42,0.12,0.51
19681126,0.9,0.52,0.7,0.88,0.55,0.98
19681127,0.81,0.4,0.85,0.29,0.3,1.27
19681129,0.87,0.49,0.75,0.53,0.55,0.71
19681202,0.15,0.16,0.11,-0.15,-0.25,-0.18
19681203,0.07,-0.01,0.19,-0.16,-0.1,0.09
19681205,-0.12,0.23,0.3,-0.52,-0.23,-0.24
19681206,0.68,0.41,0.56,-0.03,0.46,0.06
19681209,0.53,0.47,0.34,-0.13,-0.32,-0.21
19681210,0.25,-0.14,0.14,-0.18,-0.22,-0.14
19681212,0.03,0.73,0.04,-0.19,-0.17,0.75
19681213,0.63,0.41,0.44,-0.1,0.39,0.72
19681216,-0.32,-0.08,-0.28,-0.32,-0.53,-0.04
19681217,-0.62,-0.48,-0.56,-0.16,-0.51,-0.72
19681219,0.3,0.29,0.36,0.5,0.13,-0.23
19681220,-0.16,0.02,0.06,-0.67,-0.45,-0.42
19681223,-0.96,-0.8,-0.96,-1.01,-0.97,-1.42
19681224,0.62,0.11,-0.19,0.15,-0.31,-0.47
19681226,0.53,0.24,0.13,-0.01,0.27,-0.17
19681227,-0.11,-0.09,-0.24,-0.31,-0.42,-0.4
19681230,-1.5,-1.26,-1.58,-1,-0.78,-1.36
19681231,0.11,0.38,0.65,0.11,-0.13,0.44
19690102,1.32,0.4,0.44,0.41,-0.04,-0.77
19690103,0.43,0.33,-0.18,0.16,-0.04,-0.34
19690106,-1.57,-1.4,-2.09,-1.56,-1.24,-1.72
19690107,-2.19,-1.8,-2.55,-0.96,-1.27,-1.81
19690108,-0.83,-0.52,-1.12,-0.45,-0.37,-0.52
19690109,0.33,0.43,0.59,0.5,0.28,0.47
19690110,-0.22,-0.12,-0.33,-0.74,0.04,-0.03
19690113,-1.33,-1.2,-1.82,-0.63,-0.49,-0.82
19690114,0.66,0.53,1.06,1.03,0.36,1.07
19690115,0.81,0.83,1.43,0.33,0.66,0.89
19690116,0.53,0.65,1.21,0.49,0.65,0.33
19690117,0.21,-0.07,0.35,-0.14,-0.03,-0.33
19690120,0.17,0.12,0.33,-0.51,0.02,-0.03
19690121,-0.15,0.18,-0.18,-0.03,-0.27,0.08
19690122,0.56,0.48,1.09,0.37,0.27,0.52
19690123,0.6,0.67,0.95,0.5,0.26,1.06
19690124,-0.1,0.11,0.03,-0.09,0.03,-0.04
19690127,0,-0.08,0.19,-0.11,0.21,-0.05
19690128,-0.19,0.17,0.25,-0.05,0.24,-0.06
19690129,-0.05,-0.05,0.18,0.16,0.15,-0.17
19690130,-0.3,-0.03,-0.38,-0.02,0.22,-0.41
19690131,-0.05,-0.02,0.06,0.4,0.36,0.58
19690203,-0.26,0,-0.09,-0.24,0.14,0
19690204,0.1,-0.1,-0.01,-0.12,0.18,0.01
19690205,-0.16,-0.28,-0.1,0.19,0.39,-0.18
19690206,-0.21,-0.02,0.12,0.52,0.35,0.02
19690207,0.05,0.06,0.22,0.23,-0.1,0.13
19690211,0.12,0.31,0.09,0.2,0.09,-0.08
19690212,-0.12,-0.02,0.18,-0.09,0.07,-0.15
19690213,-0.35,0.01,-0.12,0.26,0.05,-0.34
19690214,-0.11,-0.24,0.06,-0.19,0.04,-0.13
19690217,-1.6,-1.38,-1.84,-1.43,-0.86,-1.45
19690218,-1.38,-1.48,-1.95,-0.62,-1.27,-1.88
19690219,-1,-0.7,-1.06,-0.77,-0.71,-0.73
19690220,-1.31,-1.19,-1.57,-0.66,-0.92,-1.27
19690224,-1.91,-1.51,-2.12,-0.85,-1.3,-1.36
19690225,-1.26,-1.03,-1.25,-0.64,-0.6,-0.77
19690226,0.22,0.27,0.64,0.49,0.36,0.51
19690227,-0.53,-0.46,-0.67,-0.56,-0.15,-0.8
19690228,-0.37,-0.06,0.05,-0.1,0.1,-0.07
19690303,-0.22,0.08,-0.25,0.34,0.17,0.27
19690304,0.99,0.74,1.36,0.86,0.92,1.73
19690305,0.35,0.39,0.54,0.38,0.35,0.23
19690306,-1.64,-1.01,-1.7,-1.02,-0.95,-1.67
19690307,-0.94,-0.58,-0.89,-0.29,0.16,-0.14
19690310,0.26,0.25,0.67,0.54,0.21,0.35
19690311,0.33,0.45,0.8,0.3,0.32,0.81
19690312,-0.46,-0.35,-0.21,-0.38,-0.12,-0.32
19690313,-1.06,-0.72,-0.68,-0.96,-0.38,-0.69
19690314,-0.77,-0.55,-0.95,-0.42,-0.42,-0.54
19690317,-0.18,-0.03,0,0.49,0.16,0.12
19690318,0.61,0.37,0.76,0.03,0.36,0.62
19690319,0.51,0.45,1.01,0.56,0.85,0.99
19690320,0.76,0.46,1.12,0.62,0.56,0.71
19690321,0.12,0.06,0.11,-0.36,-0.16,0.11
19690324,-0.31,-0.13,0.08,-0.19,-0.1,-0.15
19690325,-0.22,0.11,0.47,0.12,0.16,0.22
19690326,0.01,0.32,0.97,0.35,0.98,0.95
19690327,0.56,0.68,0.89,0.47,0.74,1.06
19690328,0.43,0.59,0.62,0.44,0.27,0.66
19690401,-0.05,0.1,-0.28,-0.16,-0.12,0.01
19690402,-1.01,-0.66,-0.96,-0.6,-0.6,-0.96
19690403,-0.13,-0.2,-0.05,-0.23,0.01,0.03
19690407,-1.33,-0.91,-1.34,-0.72,-0.81,-0.91
19690408,-0.15,0.01,0.42,0.06,0.27,0.48
19690409,0.45,0.43,0.88,0.87,0.69,1.26
19690410,0.38,0.31,0.51,0.49,0.43,0.67
19690411,0.24,0.28,0.18,-0.01,0.1,0.3
19690414,0,-0.14,-0.24,-0.15,0.04,-0.28
19690415,-0.37,-0.21,-0.33,-0.1,0.05,-0.09
19690416,-0.78,-0.5,-1.1,-0.66,-0.94,-1.23
19690417,0.03,0.05,0.08,0.1,0.09,0.34
19690418,0.13,0.26,0.16,0.18,0.64,0.34
19690421,-1.13,-0.81,-1.27,-0.63,-0.67,-0.98
19690422,-0.4,-0.02,0.14,0.58,0.06,0.08
19690423,0.27,0.12,0.39,-0.19,0.16,0.45
19690424,0.53,0.12,0.45,0.76,0.2,0.47
19690425,0.77,0.58,0.54,0.5,0.34,0.69
19690428,0.11,0.17,0.67,0.7,0.06,0.53
19690429,0.36,0.71,1.46,1.24,0.52,0.88
19690430,0.69,1.17,1.14,0.79,0.86,1.05
19690501,0.27,0.3,0.26,-0.36,0.02,-0.05
19690502,0.48,0.55,0.5,0.44,0.58,0.29
19690505,0.43,0.52,0.79,0.52,0.42,0.56
19690506,0.11,0.24,0.64,0.5,0.5,0.42
19690507,0.03,0.05,-0.31,-0.36,0,-0.41
19690508,0.13,0.17,0,0.42,0.33,0.45
19690509,-0.26,0.06,0.02,-0.12,0.35,-0.33
19690512,-0.3,-0.38,-0.28,-0.28,0.03,-0.31
19690513,0.42,0.26,0.5,0.41,0.34,0.67
19690514,0.04,0.55,0.32,0.8,0.68,0.96
19690515,-0.17,-0.06,-0.32,-0.54,-0.12,-0.22
19690516,-0.15,-0.09,-0.19,0.18,-0.02,0.1
19690519,-0.51,-0.55,-0.76,-0.92,-0.84,-0.93
19690520,-0.76,-0.63,-0.75,-0.87,-0.87,-0.67
19690521,0.43,0.19,0.71,0.47,0.34,0.63
19690522,0.01,0.11,-0.03,0.05,0.22,0.57
19690523,-0.27,-0.18,-0.14,0.27,-0.05,-0.3
19690526,-0.21,-0.09,-0.24,-0.17,-0.19,-0.21
19690527,-0.72,-0.59,-1,-0.94,-0.63,-0.97
19690528,-0.37,-0.43,0.05,-0.1,-0.3,-0.24
19690529,0.25,0.06,0.61,-0.1,0.27,0.61
19690602,-0.74,-0.21,-0.57,-0.49,-0.39,-0.8
19690603,-0.73,-0.51,-0.55,-0.23,-0.19,-0.45
19690604,-0.08,0.01,-0.02,-0.05,-0.1,0.22
19690605,0.16,-0.28,-0.09,0.16,0.19,0.01
19690606,-0.63,-0.49,-0.8,-0.86,-0.46,-0.92
19690609,-1.29,-0.96,-1.2,-0.8,-0.9,-1.07
19690610,-0.6,-0.66,-0.83,-0.76,-0.76,-0.8
19690611,-1.49,-0.93,-1.46,-1.06,-0.81,-0.93
19690612,-1.67,-1.38,-2.24,-1.04,-1.27,-1.72
19690613,0.16,-0.14,0.23,0.4,0.23,0.61
19690616,-0.79,-0.79,-0.81,-0.01,-0.24,-0.83
19690617,-1.17,-1,-1.28,-0.19,-0.41,-0.64
19690618,-0.53,-0.19,-0.16,-0.11,-0.16,-0.34
19690619,-1.73,-1.09,-1.79,-0.61,-0.59,-1.13
19690620,-1.3,-0.86,-1.6,-0.74,-0.56,-0.72
19690623,-1.88,-1.2,-1.52,-0.04,-0.67,-0.63
19690624,1.09,0.66,1.32,1.29,1.13,0.96
19690625,-0.47,-0.39,-0.87,-0.71,-0.19,-0.49
19690626,-0.34,-0.33,-0.12,-0.03,0.5,-0.01
19690627,0.17,-0.01,0.28,0.16,0.07,-0.01
19690630,0.65,0.23,0.55,1.15,0.28,0.35
19690701,0.76,0.15,1.29,0.32,0.38,0.62
19690702,1.21,0.72,1.58,0.44,0.97,0.87
19690703,1.22,0.94,1.2,0.82,0.59,0.84
19690707,-0.89,-0.29,-0.97,-1.17,-0.53,-0.6
19690708,-1.63,-1.02,-1.25,-2.02,-1.04,-1.44
19690709,-1.04,-0.69,-1.15,-1.05,-0.58,-0.74
19690710,-2.35,-1.59,-2.12,-2.27,-1.13,-1.54
19690711,-0.23,-0.29,-0.21,0.73,0.34,0.23
19690714,-1.81,-1.17,-1.94,-1.94,-0.97,-1.34
19690715,-1.03,-0.81,-1.03,-0.07,-0.45,-0.36
19690716,1.27,0.89,1.65,1.57,0.97,0.85
19690717,0.27,0.45,0.33,-0.17,0.7,0.66
19690718,-0.82,-0.49,-0.24,-0.8,-0.91,-0.61
19690722,-2.09,-1.16,-1.52,-2.07,-1.46,-1.49
19690723,-1.32,-1.06,-0.82,-0.08,-0.32,-0.7
19690724,-0.89,-0.29,-0.38,-0.33,-0.45,-0.29
19690725,-1.57,-1.22,-1.26,-1.31,-0.89,-0.98
19690728,-4.34,-3.07,-4.26,-2.97,-1.64,-2.19
19690729,-1.8,-1.03,-1.94,-1.24,-0.54,-1.07
19690730,1.18,0.09,1.38,1.26,0.41,0.55
19690731,3.6,2.36,2.97,2.36,1.87,2.45
19690801,3.36,2.22,2.53,2.49,1.49,2.35
19690804,-0.87,-0.35,-0.62,-1.11,-0.49,-0.32
19690805,-0.1,-0.28,0.36,0.43,0.48,0.59
19690806,0.84,0.57,1.31,0.47,0.73,0.55
19690807,0.3,0.05,0.05,-0.01,0.05,0.22
19690808,-0.14,0.15,0.02,-0.21,-0.01,-0.02
19690811,-0.8,-0.19,-0.36,-0.75,-0.49,-0.64
19690812,-1.33,-0.79,-0.94,-1.17,-0.78,-0.64
19690813,-0.17,-0.48,0.17,-0.57,0.21,0.05
19690814,1.27,0.6,1.35,0.64,0.65,0.89
19690815,0.94,0.49,0.86,0.87,0.72,0.91
19690818,1.47,0.67,1.29,1.05,0.53,0.8
19690819,0.84,0.9,0.62,0.98,0.63,0.28
19690820,-0.26,-0.06,0.15,-0.23,0.2,-0.21
19690821,0.12,0.13,0.39,0.2,0.28,0.24
19690822,0.86,0.25,0.53,0.86,0.41,0.96
19690825,-0.81,-0.58,-0.65,-0.86,-1.02,-0.81
19690826,-1.21,-0.53,-0.68,-0.81,-0.58,-0.8
19690827,0.45,0.11,0.48,0.94,0.28,0.14
19690828,0.34,0.22,0.41,0.38,0.57,0.29
19690829,1.14,0.79,0.63,1.37,0.7,0.6
19690902,-0.19,0.1,-0.28,-0.2,0,-0.16
19690903,-1.01,-0.61,-0.87,-1.07,-0.58,-0.66
19690904,-1.3,-0.6,-0.52,-1.26,-0.79,-0.83
19690905,-0.66,-0.45,-0.52,-0.74,-0.61,-0.55
19690908,-1.38,-1.11,-1.13,-1.67,-0.83,-1.11
19690909,0.7,0.07,0.94,1.05,0.64,0.92
19690910,1.91,1.18,1.72,2.09,1.72,1.53
19690911,-0.46,-0.21,-0.06,-0.52,-0.9,-0.59
19690912,0.04,-0.14,-0.12,-0.11,0.09,0.14
19690915,0.77,0.5,1.37,0.9,0.56,0.62
19690916,-0.04,0.17,0.36,0.31,0.12,0.06
19690917,-0.27,-0.29,-0.05,-0.41,-0.54,-0.14
19690918,0.55,0.16,0.51,0.35,0.18,0.35
19690919,0.76,0.48,0.67,0.22,0.13,0.48
19690922,0.14,0.37,0.18,0.12,0.24,0.68
19690923,0.25,0.25,0.17,0.18,-0.1,0.01
19690924,-0.17,-0.06,-0.22,-0.8,-0.06,-0.18
19690925,-0.65,-0.5,-0.42,-0.69,-0.63,-0.85
19690926,-0.65,-0.37,-0.44,-0.47,-0.75,-0.64
19690929,-0.92,-0.49,-0.71,-1.37,-0.63,-0.7
19690930,-0.25,-0.26,-0.04,-0.42,-0.25,-0.33
19691001,-0.78,-0.27,-0.45,-0.69,-0.68,-0.54
19691002,0.97,0.6,1.03,1.27,0.8,0.87
19691003,-0.25,-0.08,-0.38,-0.15,-0.23,0.16
19691006,-0.1,0.21,-0.07,0.06,0.17,0.25
19691007,-0.41,-0.06,-0.22,-0.13,-0.23,-0.23
19691008,-0.83,-0.33,-0.63,-1.14,-0.47,-0.41
19691009,0.01,-0.07,0.26,0.6,0.28,0.43
19691010,1.25,0.72,0.77,0.77,0.65,0.54
19691013,2.79,1.41,1.75,2.39,1.1,1.03
19691014,1.89,1.37,1.04,2.62,1.15,1.2
19691015,0.53,0.73,0.57,-0.12,0.26,-0.13
19691016,1.34,1,0.66,0.73,0.59,0.7
19691017,0.6,0.24,0.23,-0.23,-0.09,-0.11
19691020,0.69,0.85,0.52,0.66,-0.11,0.49
19691021,1.81,0.87,0.93,0.73,0.63,0.86
19691022,1.1,0.71,0.41,0.82,0.72,0.55
19691023,-0.42,-0.26,-0.18,-0.87,-0.31,-0.24
19691024,0.73,0.81,0.51,0.78,0.33,1
19691027,0.35,0.27,0.25,-0.01,-0.33,-0.01
19691028,-0.38,-0.15,-0.57,-0.62,-0.08,-0.34
19691029,-1.36,-0.7,-0.82,-1.33,-0.74,-0.88
19691030,0.42,-0.08,0.56,0.93,0.14,0.08
19691031,0.45,0.47,0.28,0.63,0.47,0.2
19691103,-0.39,-0.24,-0.21,-0.09,0.15,-0.14
19691104,0.4,0.1,0.42,0.34,0,0.09
19691105,0.58,0.42,0.17,0.67,0.31,0.61
19691106,-0.02,0.41,-0.01,0.09,-0.15,0.46
19691107,0.63,0.49,0.73,0.46,0.32,0.99
19691110,-0.23,-0.13,0,0,0.29,0.01
19691111,-0.63,-0.13,-0.24,-0.61,-0.28,-0.34
19691112,-0.19,-0.1,-0.03,0.07,-0.27,-0.1
19691113,-1.2,-0.61,-0.83,-0.79,-0.71,-0.32
19691114,-0.43,-0.68,-0.38,-0.85,-0.48,-0.23
19691117,-1.32,-0.87,-1.03,-0.98,-0.67,-0.7
19691118,-0.48,-0.48,-0.33,0.09,-0.01,-0.05
19691119,-0.9,-0.66,-0.7,-0.61,-0.47,-0.47
19691120,-1.81,-1.18,-1.65,-1.07,-1.2,-0.88
19691121,-0.88,-0.55,-0.83,-0.94,-0.54,-0.64
19691124,-1.68,-1.47,-1.16,-1.24,-1.08,-0.9
19691125,-0.26,-0.3,0.11,-0.27,-0.62,0.09
19691126,0.59,0.01,1.09,0.25,-0.09,0.77
19691128,1.03,0.61,1.06,0.94,0.26,0.83
19691201,-2.06,-0.97,-0.94,-1.48,-0.93,-0.24
19691202,-1.42,-0.68,-0.53,-1.26,-0.56,-0.54
19691203,-2.2,-1.74,-1.79,-1.86,-1.37,-0.75
19691204,0.34,0.13,0.81,0.3,0.23,0.55
19691205,-1.17,-0.48,-0.89,-0.57,-0.24,-0.24
19691208,-2.26,-1.57,-1.6,-2.3,-1.53,-0.82
19691209,-1.01,-0.66,-0.34,-0.56,-0.26,0.05
19691210,-0.63,-0.32,0.37,-0.13,-0.04,-0.01
19691211,-0.21,0.02,0.02,0.15,-0.04,0.16
19691212,0.26,0.32,0.37,0.48,-0.03,0.5
19691215,-0.57,-0.24,0.01,-0.08,-0.22,-0.29
19691216,-1.72,-1.28,-1.41,-1.16,-0.86,-0.89
19691217,-0.99,-0.67,-0.81,-0.08,-0.51,-0.49
19691218,2.06,1.06,1.63,1.7,1.12,1.88
19691219,1.2,1.02,0.88,1.38,1.01,0.68
19691222,-1.85,-1.15,-1.13,-1.59,-0.84,-0.88
19691223,-1.09,-0.95,-0.63,-0.91,-0.44,-0.41
19691224,2.62,1.36,1.29,2.67,1.64,0.68
19691226,1.52,0.79,0.83,1.43,0.94,0.67
19691229,-1.95,-0.65,-0.73,-1.5,-0.8,-0.49
19691230,0.08,0.05,0.66,-0.08,0.43,0.51
19691231,1.3,0.92,0.91,0.3,0.4,0.63
19700102,5.13,2.22,1.01,3.15,1.54,0.45
19700105,2.68,1.3,0.14,0.84,0.85,0.32
19700106,-1.06,-0.44,-0.94,-1.15,-0.95,-0.52
19700107,0.43,-0.06,0.18,-0.5,-0.41,-0.02
19700108,0.33,-0.14,0.33,-0.54,0.08,0.12
19700109,-0.71,-0.12,0.08,-0.86,-0.63,-0.01
19700112,-1.54,-0.67,-0.65,-1.48,-0.7,-0.68
19700113,-0.35,-0.02,-0.24,-0.6,-0.29,0.43
19700114,-0.76,-0.35,-0.37,-1.19,-0.51,0.12
19700115,-0.38,-0.26,-0.14,-0.34,-0.5,0.32
19700116,-1.05,-0.66,-0.73,-0.98,-0.68,-0.78
19700119,-0.88,-0.65,-0.96,-1.02,-0.68,-1.75
19700120,0.26,0.15,0.88,0.19,-0.05,0.32
19700121,0.29,0.21,0.11,0.02,0.05,0.13
19700122,0.1,-0.06,0.25,0.38,0.09,0.13
19700123,-1.69,-0.59,-1.2,-2.36,-1.2,-0.79
19700126,-1.73,-1.14,-1.48,-1.29,-0.78,-1.17
19700127,-0.44,-0.49,-0.69,-0.94,-0.78,-0.58
19700128,-0.87,-0.62,-0.58,-0.89,-1.22,-0.88
19700129,-1.35,-1.31,-1.07,-1.69,-1.46,-1.16
19700130,-0.6,-0.78,-1,-0.54,-0.89,-0.89
19700202,0.88,0.34,0.21,0.94,0.73,1.02
19700203,1.48,1.17,1.05,1.54,1.07,1.4
19700204,-1.36,-0.72,-0.96,-1.58,-0.44,-0.63
